date,ticker,open,high,low,close,volume
2020-07-06,JNJ,160.8246,161.8277,156.4098,156.8678,18266330
2020-07-06,JPM,157.4996,165.3519,157.4454,164.5899,29743008
2020-07-06,MA,439.2082,441.3419,416.0645,420.9477,25919781
2020-07-06,META,475.6801,484.2862,452.9335,461.1689,24900659
2020-07-06,MSFT,246.8551,264.7329,246.8282,261.5366,51276079
2020-07-06,NVDA,409.8185,414.9124,363.4161,367.0921,48481141
2020-07-06,PG,148.3906,150.341,146.2142,146.4478,131512681
2020-07-06,UNH,471.8065,477.7162,441.5052,444.3736,11882960
2020-07-06,V,267.752,267.7888,263.785,266.663,84698804
2020-07-06,XOM,53.237,54.047,51.4846,51.6658,42779189
2020-07-13,AAPL,129.9605,131.9954,126.2805,127.1029,18304103
2020-07-13,AMZN,2623.6186,2664.4725,2483.451,2526.8806,30320269
2020-07-13,BRK-B,233.3288,236.9058,227.0706,236.5053,30897520
2020-07-13,GOOGL,2541.4363,2546.4577,2388.0115,2399.4333,47903218
2020-07-13,HD,250.4109,266.0867,248.6664,263.7867,59737775
2020-07-13,JNJ,156.7326,156.8779,152.9597,154.0322,14713477
2020-07-13,JPM,164.1412,165.3901,160.9574,162.3944,26108353
2020-07-13,MA,423.0892,424.7555,405.9788,408.1798,32833030
2020-07-13,META,459.3519,461.0621,443.6298,457.6287,19214249
2020-07-13,MSFT,261.6057,264.093,251.7893,251.8834,41148701
2020-07-13,NVDA,361.7961,378.0086,358.3287,366.3692,71713117
2020-07-13,PG,146.1934,149.3822,145.2638,148.8309,47126556
2020-07-13,UNH,438.0886,460.6686,433.9096,451.8774,11136373
2020-07-13,V,264.2088,276.8759,264.1894,274.4574,48048330
2020-07-13,XOM,51.781,52.3313,50.5171,50.6203,32130125
2020-07-20,AAPL,127.7338,128.8116,124.1416,127.0289,26911389
2020-07-20,AMZN,2516.8026,2562.5821,2195.1329,2210.2979,31172645
2020-07-20,BRK-B,237.2431,248.7022,235.8434,245.4233,40271898
2020-07-20,GOOGL,2417.7549,2471.6009,2393.5267,2471.1765,89627346
2020-07-20,HD,261.6519,264.0006,252.0592,254.1019,66973318
2020-07-20,JNJ,154.3827,154.5943,154.1736,154.4787,9470239
2020-07-20,JPM,161.1684,162.904,154.4018,156.6096,44297032
2020-07-20,MA,408.7664,408.9774,398.5451,399.0693,28325102
2020-07-20,META,451.9468,452.181,403.8999,409.9109,13168707
2020-07-20,MSFT,251.9047,268.6517,251.7678,267.8325,82539621
2020-07-20,NVDA,362.7512,367.8204,345.268,356.1955,68789631
2020-07-20,PG,148.7156,150.0386,148.1587,149.0872,49299443
2020-07-20,UNH,455.9891,464.816,450.5889,457.6802,14901903
2020-07-20,V,272.2777,286.8796,272.2243,280.984,62437811
2020-07-20,XOM,50.6271,51.8166,48.247,48.6985,39271935
2020-07-27,AAPL,127.224,128.2501,126.6422,128.0072,14713309
2020-07-27,AMZN,2223.9167,2238.2534,2139.7897,2169.9275,45697519
2020-07-27,BRK-B,246.3779,247.1085,235.0635,236.9897,41497754
2020-07-27,GOOGL,2506.3679,2772.474,2466.1654,2702.8801,50026069
2020-07-27,HD,253.6077,253.7091,247.6746,249.7063,67936329
2020-07-27,JNJ,154.4207,154.4732,150.5254,151.2391,12838410
2020-07-27,JPM,156.9942,160.0003,156.7701,158.5093,17820151
2020-07-27,MA,398.0178,398.9689,395.5241,397.2052,28348960
2020-07-27,META,411.9317,419.5187,383.737,388.7078,17174726
2020-07-27,MSFT,266.8115,269.6522,256.9262,258.0495,92689444
2020-07-27,NVDA,360.1823,365.053,334.7473,345.6923,67978036
2020-07-27,PG,149.916,154.5356,149.8333,154.232,111269917
2020-07-27,UNH,458.1106,465.7161,441.0582,446.2995,15069357
2020-07-27,V,280.3947,283.2797,276.5367,277.7922,51311728
2020-07-27,XOM,48.4316,49.9503,48.293,49.5849,36806755
2020-08-03,AAPL,129.2661,130.0873,126.2851,129.2256,13749134
2020-08-03,AMZN,2181.3694,2259.3412,2159.1957,2203.124,33502550
2020-08-03,BRK-B,235.4346,244.6434,235.3797,239.9541,76392886
2020-08-03,GOOGL,2703.7894,2829.7697,2692.4595,2817.5224,47054520
2020-08-03,HD,249.8152,250.9379,243.8224,247.2715,78213168
2020-08-03,JNJ,150.738,152.4301,149.574,150.6473,10505107
2020-08-03,JPM,157.5803,173.7806,155.3818,172.1111,40472328
2020-08-03,MA,398.0704,403.4023,380.8434,381.3724,20943813
2020-08-03,META,389.3604,393.0248,355.9986,358.2889,12926139
2020-08-03,MSFT,258.8852,260.3717,240.9757,242.3232,60033930
2020-08-03,NVDA,351.7835,376.7855,341.8835,372.6444,92173720
2020-08-03,PG,154.5436,155.0922,154.4999,154.846,120483953
2020-08-03,UNH,445.046,445.8406,435.7559,438.6347,14127792
2020-08-03,V,280.7486,287.8768,279.7819,285.1224,44931535
2020-08-03,XOM,49.0338,49.0947,47.7854,48.6346,61721485
2020-08-10,AAPL,130.3903,132.4354,123.0095,123.2108,12248963
2020-08-10,AMZN,2214.311,2218.1595,2058.939,2099.0014,20965060
2020-08-10,BRK-B,239.6579,246.9709,238.2521,245.5466,35772192
2020-08-10,GOOGL,2793.2525,3023.3389,2752.724,2984.5814,84205475
2020-08-10,HD,246.3297,247.7824,238.122,241.3535,31195117
2020-08-10,JNJ,150.6441,156.683,150.013,156.4205,12014232
2020-08-10,JPM,170.5112,191.6388,170.0228,186.7376,19806393
2020-08-10,MA,379.9606,387.5803,376.7079,384.72,14642724
2020-08-10,META,364.1839,367.4134,342.4124,345.6147,17524041
2020-08-10,MSFT,242.9203,244.0183,231.854,235.4663,84988039
2020-08-10,NVDA,375.5196,386.0547,370.1115,380.8997,53274377
2020-08-10,PG,154.0633,154.6306,149.8488,152.1188,66275337
2020-08-10,UNH,442.2342,445.1741,437.3982,437.6685,21394712
2020-08-10,V,285.1317,289.3452,279.3279,288.2721,74827971
2020-08-10,XOM,49.5015,49.5768,48.6462,48.6876,45658957
2020-08-17,AAPL,125.0508,132.3909,123.626,130.3258,26540835
2020-08-17,AMZN,2132.778,2140.1136,1965.5139,1976.3303,55892395
2020-08-17,BRK-B,244.9439,249.42,243.6352,249.1618,59481811
2020-08-17,GOOGL,2951.5108,3133.2914,2855.5526,3080.1317,70260399
2020-08-17,HD,239.5919,240.8076,238.0002,238.801,56453762
2020-08-17,JNJ,157.3941,157.8144,150.1969,152.9764,20896965
2020-08-17,JPM,187.1096,187.6175,182.2227,182.7079,31888489
2020-08-17,MA,383.7952,387.6217,375.5974,376.1756,25917785
2020-08-17,META,347.9396,366.7637,344.458,352.9672,17355742
2020-08-17,MSFT,234.6939,235.5674,233.81,234.6223,103236502
2020-08-17,NVDA,381.6882,386.4702,361.695,379.5107,116824170
2020-08-17,PG,152.2609,152.3004,146.7462,147.5083,57707690
2020-08-17,UNH,437.982,472.825,432.1134,472.0015,19004552
2020-08-17,V,283.4982,287.5272,281.4545,285.8951,58036807
2020-08-17,XOM,48.5207,50.295,48.2533,50.0761,62985352
2020-08-24,AAPL,130.5311,131.9605,130.3383,130.4302,21236230
2020-08-24,AMZN,1951.2565,2005.8846,1744.5259,1804.6643,25783598
2020-08-24,BRK-B,249.06,251.4703,240.7804,244.4449,63729571
2020-08-24,GOOGL,3011.3152,3120.8017,2968.7922,3072.5186,63521825
2020-08-24,HD,241.3252,242.7297,237.9852,240.2972,34680158
2020-08-24,JNJ,151.9776,155.7041,151.8937,154.9263,9440624
2020-08-24,JPM,183.5105,188.3265,181.3603,187.1082,21606226
2020-08-24,MA,376.8907,385.7577,367.3116,384.0341,25862174
2020-08-24,META,350.728,358.7104,348.2267,348.9815,25636580
2020-08-24,MSFT,233.7249,237.6629,232.7712,236.9139,94199767
2020-08-24,NVDA,383.5717,414.9782,374.2375,408.141,95213207
2020-08-24,PG,147.4009,148.4515,146.5058,147.6251,129304486
2020-08-24,UNH,467.3569,471.8261,466.9947,468.4657,18256682
2020-08-24,V,287.6132,289.3977,284.7652,285.8012,92593640
2020-08-24,XOM,50.5204,50.6021,49.6011,50.0153,34207221
2020-08-31,AAPL,129.5918,131.5986,118.8367,120.1776,23516736
2020-08-31,AMZN,1801.6059,1868.7204,1800.654,1839.7265,55533024
2020-08-31,BRK-B,243.871,258.8445,242.8658,255.6393,59108567
2020-08-31,GOOGL,3111.9694,3128.3712,3098.5439,3121.6836,102087088
2020-08-31,HD,239.1068,244.1199,238.9692,241.5707,81505475
2020-08-31,JNJ,154.6541,158.5289,153.4825,158.2876,9063179
2020-08-31,JPM,187.8731,188.4685,180.5856,182.3942,34487540
2020-08-31,MA,384.1156,385.1041,378.7123,383.8088,21262081
2020-08-31,META,343.9052,350.2877,339.3996,344.689,35537440
2020-08-31,MSFT,235.7601,245.2007,231.1387,239.3948,77250498
2020-08-31,NVDA,413.9541,416.5969,392.7308,394.7307,96288541
2020-08-31,PG,146.9343,150.0182,145.2806,149.9888,125189167
2020-08-31,UNH,466.3025,483.5214,460.7486,476.5947,20168879
2020-08-31,V,283.6961,295.5742,278.5135,293.5804,78344128
2020-08-31,XOM,50.3531,51.5978,45.7628,46.1339,53502149
2020-09-07,AAPL,120.2126,125.5287,119.5876,124.5717,17826725
2020-09-07,AMZN,1827.3762,1856.1172,1820.2701,1824.0643,20725086
2020-09-07,BRK-B,256.7309,262.01,253.4704,260.4897,54989008
2020-09-07,GOOGL,3100.2415,3342.6135,3069.7352,3321.7452,79124986
2020-09-07,HD,241.1874,253.9138,240.7486,252.6234,61772826
2020-09-07,JNJ,158.7458,160.8532,158.1226,159.6303,12535572
2020-09-07,JPM,182.961,184.0341,179.9747,183.896,34140638
2020-09-07,MA,384.9445,386.7579,368.9204,379.6399,29009294
2020-09-07,META,349.6638,354.0287,336.8004,338.0412,29641681
2020-09-07,MSFT,239.4652,239.9119,219.8651,224.1818,98067416
2020-09-07,NVDA,392.7952,426.9432,389.0875,421.112,49016134
2020-09-07,PG,149.832,153.9574,149.1523,152.75,100696567
2020-09-07,UNH,472.2846,475.094,454.4071,470.6369,15413230
2020-09-07,V,291.1379,312.9495,287.8606,306.1847,97695981
2020-09-07,XOM,47.3128,47.4974,43.3672,45.351,44670648
2020-09-14,AAPL,124.3545,128.9657,123.8308,127.2991,19027948
2020-09-14,AMZN,1823.6659,1824.7009,1734.6944,1775.1016,32204338
2020-09-14,BRK-B,259.5354,273.223,256.7311,269.2029,56462526
2020-09-14,GOOGL,3318.9056,3414.1155,3266.7448,3270.447,58415881
2020-09-14,HD,251.5958,258.1004,249.5303,253.5633,31248415
2020-09-14,JNJ,159.8784,160.9456,157.3394,160.8474,9829515
2020-09-14,JPM,184.0423,184.9098,180.6288,182.1396,26310858
2020-09-14,MA,377.6945,395.9722,375.3815,394.9046,29757698
2020-09-14,META,335.7244,338.6052,318.2902,322.2161,24305662
2020-09-14,MSFT,222.3438,228.53,220.3156,227.4832,103401301
2020-09-14,NVDA,426.7672,437.9291,408.1178,411.475,113042873
2020-09-14,PG,151.9566,156.1945,149.8604,155.771,98636992
2020-09-14,UNH,469.4714,475.2186,457.1395,459.971,16023244
2020-09-14,V,305.6474,307.6791,304.9754,305.8753,71498419
2020-09-14,XOM,45.045,45.1054,42.0693,42.112,63516565
2020-09-21,AAPL,127.3493,128.5119,125.0207,128.2992,19764480
2020-09-21,AMZN,1765.6298,1814.1784,1751.7142,1811.9652,55566389
2020-09-21,BRK-B,269.5437,276.3095,263.5551,273.2696,78287701
2020-09-21,GOOGL,3247.6639,3367.7831,3223.7418,3322.3339,90422559
2020-09-21,HD,253.8321,267.6777,246.2475,263.4704,38390308
2020-09-21,JNJ,160.0249,163.8471,159.8692,163.1568,19229736
2020-09-21,JPM,182.0755,190.6614,180.6766,190.5806,29356080
2020-09-21,MA,393.6125,401.872,389.4526,400.8203,29136060
2020-09-21,META,308.5791,321.7685,307.7168,319.3888,35674881
2020-09-21,MSFT,229.4094,230.0013,221.8434,225.1376,69869871
2020-09-21,NVDA,409.338,414.1597,408.8677,413.8993,48264334
2020-09-21,PG,156.5515,160.4021,156.5266,160.3346,131312380
2020-09-21,UNH,456.4439,457.3535,452.6592,456.068,17093676
2020-09-21,V,307.0122,309.6513,305.1773,308.3347,76755328
2020-09-21,XOM,42.1636,43.0646,42.163,42.8291,48238607
2020-09-28,AAPL,126.4116,127.6628,123.5202,124.1769,10984440
2020-09-28,AMZN,1800.8024,1819.1768,1795.0703,1805.3972,52289109
2020-09-28,BRK-B,270.192,274.3805,259.1342,260.7602,84501980
2020-09-28,GOOGL,3276.3312,3411.8763,3178.0784,3331.2203,43494906
2020-09-28,HD,264.0888,265.4016,259.362,259.8492,45052233
2020-09-28,JNJ,163.8131,164.7593,162.8689,164.3767,11573153
2020-09-28,JPM,190.6048,193.7086,189.158,190.3339,34998736
2020-09-28,MA,399.6134,401.0586,386.6651,387.2385,24782788
2020-09-28,META,314.3718,333.3041,313.8842,332.2255,19535294
2020-09-28,MSFT,225.4203,240.446,213.9765,239.0507,86107332
2020-09-28,NVDA,412.85,414.3802,398.8209,401.7652,58809432
2020-09-28,PG,160.3023,161.9365,150.5783,151.5814,116684765
2020-09-28,UNH,457.8753,487.7735,453.8017,482.8516,7988476
2020-09-28,V,307.3883,320.9283,302.5366,318.7539,95237053
2020-09-28,XOM,42.9869,43.156,40.7295,41.0103,35097744
2020-10-05,AAPL,121.5126,121.8418,118.6486,120.7857,24663868
2020-10-05,AMZN,1806.8993,1839.6791,1783.8334,1818.7583,55594243
2020-10-05,BRK-B,261.5238,262.0351,257.4034,259.9863,71506971
2020-10-05,GOOGL,3261.7905,3500.7005,3253.6301,3490.4682,42086947
2020-10-05,HD,261.2497,273.7311,257.2014,264.7852,48052598
2020-10-05,JNJ,164.0514,165.2792,162.6834,162.9097,15209266
2020-10-05,JPM,191.9256,194.6635,185.3485,186.374,43512611
2020-10-05,MA,388.2442,390.6655,381.8144,382.013,11622818
2020-10-05,META,329.9327,336.166,325.4253,335.5416,18426835
2020-10-05,MSFT,238.4019,239.8616,230.7766,233.4283,69874754
2020-10-05,NVDA,407.7413,430.0654,343.3394,352.2786,67661096
2020-10-05,PG,151.1646,155.805,151.0093,155.6496,55004892
2020-10-05,UNH,484.3025,489.2514,482.1858,487.3494,11843493
2020-10-05,V,317.4658,331.1694,312.9379,331.0714,36721736
2020-10-05,XOM,40.5641,43.0459,40.4263,42.6499,27394799
2020-10-12,AAPL,120.0592,131.4177,117.6469,131.2762,17201226
2020-10-12,AMZN,1825.5281,1901.1788,1632.3043,1660.9618,20778353
2020-10-12,BRK-B,260.4183,266.9653,258.8228,264.225,65195327
2020-10-12,GOOGL,3520.7951,3534.244,3266.6684,3282.3644,95294900
2020-10-12,HD,268.2752,289.1331,264.0939,289.0193,74042897
2020-10-12,JNJ,163.3433,165.4938,159.6471,162.0722,13578709
2020-10-12,JPM,184.7156,187.8939,183.0136,185.0131,32516855
2020-10-12,MA,383.8393,385.4855,374.0658,375.5901,23979955
2020-10-12,META,333.9254,345.8675,332.6994,339.2209,34349118
2020-10-12,MSFT,233.7484,236.597,230.6736,235.9161,115891444
2020-10-12,NVDA,353.1115,357.337,339.3392,346.3875,110735321
2020-10-12,PG,156.0099,157.6427,155.4862,156.9081,64559102
2020-10-12,UNH,483.9015,491.5628,480.9876,490.0111,10844762
2020-10-12,V,329.4532,330.4807,323.1981,325.0776,54044088
2020-10-12,XOM,42.0523,43.417,41.6506,41.8438,52661611
2020-10-19,AAPL,130.4952,144.6235,127.0679,142.261,10216520
2020-10-19,AMZN,1690.0806,1726.9982,1612.7731,1640.0761,30181656
2020-10-19,BRK-B,263.6759,264.852,259.4459,261.3054,68126319
2020-10-19,GOOGL,3255.9773,3379.1086,3181.9831,3330.7021,44616178
2020-10-19,HD,291.4064,296.7086,289.0287,295.5783,81780002
2020-10-19,JNJ,162.8663,163.0728,161.3778,161.6277,13156169
2020-10-19,JPM,185.3979,190.057,173.4384,175.1682,20388127
2020-10-19,MA,370.2759,374.1558,354.748,357.7753,22439747
2020-10-19,META,333.2099,346.2667,312.4561,315.7678,28972597
2020-10-19,MSFT,235.8632,235.99,227.1076,228.1202,55925557
2020-10-19,NVDA,340.7989,361.9605,310.0465,357.8386,60080382
2020-10-19,PG,157.2806,159.0978,157.2639,159.0516,54756051
2020-10-19,UNH,487.5206,488.2973,483.9042,484.6529,8006402
2020-10-19,V,322.0064,322.8209,305.3117,306.9125,104389433
2020-10-19,XOM,41.556,41.6914,39.8889,40.144,49410319
2020-10-26,AAPL,143.4135,144.519,140.1001,140.3691,25623770
2020-10-26,AMZN,1647.2513,1675.4557,1640.8008,1672.7977,35984369
2020-10-26,BRK-B,262.9613,267.2838,255.9103,259.4223,35507034
2020-10-26,GOOGL,3330.2156,3381.2364,3291.9204,3358.8001,39275798
2020-10-26,HD,295.8793,298.0378,294.1777,294.9969,55755818
2020-10-26,JNJ,162.0414,163.2996,161.7786,163.0117,10784003
2020-10-26,JPM,176.1893,179.0359,175.4364,177.2424,27141807
2020-10-26,MA,359.7614,362.6592,340.0062,342.0793,23557722
2020-10-26,META,314.8094,331.4574,299.7742,309.0286,14432842
2020-10-26,MSFT,227.1968,227.3189,217.0332,217.7335,78181713
2020-10-26,NVDA,352.0503,394.3004,351.5295,392.5812,88063022
2020-10-26,PG,158.8771,165.548,158.3642,164.5768,68664560
2020-10-26,UNH,488.7489,494.4763,482.2967,482.551,12371915
2020-10-26,V,306.2636,308.8765,298.1792,299.8466,39739319
2020-10-26,XOM,39.9672,40.2887,38.9691,39.4542,45874708
2020-11-02,AAPL,140.2598,144.7834,139.936,142.8791,10015214
2020-11-02,AMZN,1675.3609,1694.9664,1664.3183,1679.561,38995417
2020-11-02,BRK-B,259.3458,261.3261,249.3504,252.0793,81949694
2020-11-02,GOOGL,3317.9381,3359.5855,3141.0746,3207.8936,91003781
2020-11-02,HD,296.3126,308.667,292.903,307.3726,77427283
2020-11-02,JNJ,163.0437,169.653,162.3695,169.5849,16212964
2020-11-02,JPM,176.1998,177.5331,172.8269,175.2227,23178133
2020-11-02,MA,347.3299,350.4449,344.2574,348.1094,14266860
2020-11-02,META,305.527,323.9113,301.7588,320.4382,17582795
2020-11-02,MSFT,214.4912,229.1588,214.4565,223.4185,63308545
2020-11-02,NVDA,394.4638,407.852,394.269,399.4267,67211376
2020-11-02,PG,164.5658,165.1245,163.5315,163.6395,126214248
2020-11-02,UNH,482.5128,485.2181,466.4806,474.4602,12248802
2020-11-02,V,301.4928,310.0095,299.9642,308.8268,73507934
2020-11-02,XOM,39.1148,40.8785,39.0036,40.4811,29827106
2020-11-09,AAPL,143.1438,145.2672,142.9981,144.31,14750493
2020-11-09,AMZN,1679.232,1683.0121,1573.7492,1615.2809,41456793
2020-11-09,BRK-B,251.8186,263.87,250.4594,263.3553,79134066
2020-11-09,GOOGL,3215.2006,3223.0254,3109.8149,3127.7441,51059640
2020-11-09,HD,307.2276,322.3944,305.6758,320.7599,28726734
2020-11-09,JNJ,170.5852,172.0593,169.8654,170.4235,11801985
2020-11-09,JPM,175.4897,184.3593,175.0103,182.6672,33441521
2020-11-09,MA,346.3197,349.1756,324.9845,326.0661,12065394
2020-11-09,META,321.7635,322.9216,311.2764,312.4069,27221750
2020-11-09,MSFT,223.8974,227.258,218.9193,222.8409,115740157
2020-11-09,NVDA,397.4921,428.9414,378.9157,409.0601,85090967
2020-11-09,PG,164.5714,165.747,162.1946,162.5253,50176532
2020-11-09,UNH,475.8366,489.0144,471.7616,488.8621,14397081
2020-11-09,V,308.5092,308.6688,306.3105,307.0253,76956913
2020-11-09,XOM,40.366,41.4337,40.1495,41.1736,60533420
2020-11-16,AAPL,143.2032,145.5638,142.9564,144.7522,13513395
2020-11-16,AMZN,1617.3018,1732.0778,1604.2931,1650.0036,57086000
2020-11-16,BRK-B,264.5544,271.1,260.6651,269.8915,36188786
2020-11-16,GOOGL,3130.429,3132.7273,3106.7408,3125.2592,55334841
2020-11-16,HD,321.7053,321.7848,311.4513,313.3734,47169620
2020-11-16,JNJ,170.0077,178.2494,168.2858,177.652,11450562
2020-11-16,JPM,183.4835,186.9992,182.606,186.6616,20551153
2020-11-16,MA,322.227,334.1753,305.8935,317.6314,32492822
2020-11-16,META,307.9385,318.694,305.9062,314.6927,30319429
2020-11-16,MSFT,223.9848,224.6488,210.9273,214.6171,107200856
2020-11-16,NVDA,410.9594,412.3797,404.323,409.2108,112649715
2020-11-16,PG,163.0067,163.1815,159.8499,162.9514,107651510
2020-11-16,UNH,485.9198,500.659,481.4038,499.024,12830638
2020-11-16,V,304.5566,307.0995,291.9153,296.4437,102589799
2020-11-16,XOM,41.7953,42.1173,38.3842,38.4973,24465247
2020-11-23,AAPL,143.9913,155.7037,142.022,153.7401,9953299
2020-11-23,AMZN,1652.3927,1665.9497,1582.7698,1587.6812,42171419
2020-11-23,BRK-B,269.7051,271.9208,265.7284,266.0824,38249677
2020-11-23,GOOGL,3129.075,3150.7209,2832.2556,2868.6766,78767650
2020-11-23,HD,314.3887,329.2629,307.663,322.724,69112975
2020-11-23,JNJ,178.1906,179.8758,174.0617,174.1242,17693849
2020-11-23,JPM,186.9408,192.3363,184.5026,188.4868,42068773
2020-11-23,MA,319.481,332.2601,315.3518,331.9945,33059279
2020-11-23,META,306.4866,334.9641,299.1622,330.2286,18513230
2020-11-23,MSFT,213.9976,214.0948,207.8673,208.6335,107689641
2020-11-23,NVDA,424.236,433.4811,415.6719,416.6693,63317567
2020-11-23,PG,163.0463,166.5101,161.3648,165.5248,75115878
2020-11-23,UNH,503.7953,525.1109,496.8528,516.8312,9061414
2020-11-23,V,293.4035,299.0649,285.5934,290.4021,71628901
2020-11-23,XOM,38.4143,39.7154,37.895,39.0736,54420087
2020-11-30,AAPL,154.3536,157.2709,153.1244,156.7601,23478892
2020-11-30,AMZN,1647.1114,1662.0934,1555.6904,1581.9508,21737925
2020-11-30,BRK-B,269.833,273.2091,264.6876,265.7982,31066006
2020-11-30,GOOGL,2770.3099,2783.7906,2630.331,2640.6703,88998022
2020-11-30,HD,325.8839,331.5895,318.7271,321.1369,32216651
2020-11-30,JNJ,174.3175,177.8189,173.664,177.3629,8338059
2020-11-30,JPM,187.2364,190.1175,185.7069,186.5971,17827630
2020-11-30,MA,329.2319,347.6104,322.4449,345.319,26050329
2020-11-30,META,338.0825,344.3961,312.3111,317.8455,34106067
2020-11-30,MSFT,209.48,214.0223,202.8302,203.9525,100367802
2020-11-30,NVDA,404.0388,423.2772,389.8919,416.3416,117827972
2020-11-30,PG,165.3168,165.6838,165.1798,165.5261,72640533
2020-11-30,UNH,515.6544,520.9662,509.0639,509.9797,19827634
2020-11-30,V,290.8508,293.262,269.645,278.3234,99417705
2020-11-30,XOM,39.1094,41.8701,38.6624,40.4493,48747416
2020-12-07,AAPL,156.3601,158.7608,155.7866,158.522,18289060
2020-12-07,AMZN,1574.6392,1578.8789,1509.123,1511.1519,45235092
2020-12-07,BRK-B,266.0358,270.0983,265.9492,268.4491,86041293
2020-12-07,GOOGL,2638.6666,2805.593,2626.5776,2761.835,62529223
2020-12-07,HD,321.6861,322.4415,318.1163,319.383,33912949
2020-12-07,JNJ,176.0949,177.2967,172.1702,173.7279,16006762
2020-12-07,JPM,186.8657,191.531,182.9096,191.2277,39750006
2020-12-07,MA,343.032,349.435,325.4518,326.4699,14477885
2020-12-07,META,317.1957,331.2522,299.8064,328.3312,14030644
2020-12-07,MSFT,203.3655,206.5958,202.7609,203.1139,47825139
2020-12-07,NVDA,419.7507,425.6488,383.2192,391.4912,74896299
2020-12-07,PG,166.2049,167.1661,164.3996,164.5157,78507621
2020-12-07,UNH,510.7243,535.0557,509.4795,517.6582,16488564
2020-12-07,V,281.8122,295.0042,277.5268,292.3431,81751453
2020-12-07,XOM,40.7942,41.4889,38.4411,39.0158,30477052
2020-12-14,AAPL,158.2491,168.0966,157.6817,167.738,11536678
2020-12-14,AMZN,1515.8698,1537.0034,1439.368,1450.5581,42306504
2020-12-14,BRK-B,268.5355,269.04,256.4667,261.2254,45918925
2020-12-14,GOOGL,2734.2706,2880.47,2696.8084,2800.1457,89105078
2020-12-14,HD,321.0538,321.5002,305.3815,308.8294,35437960
2020-12-14,JNJ,173.0062,173.5477,168.8863,169.5673,23151191
2020-12-14,JPM,191.4803,192.2612,186.3966,189.2909,40870971
2020-12-14,MA,324.3718,347.6393,314.3506,336.2832,30657904
2020-12-14,META,325.0002,333.1791,316.6718,320.2126,27971225
2020-12-14,MSFT,201.6965,205.0613,199.9627,203.8094,59364378
2020-12-14,NVDA,394.8377,406.4683,327.8314,336.3965,96819254
2020-12-14,PG,165.5232,166.2251,160.2604,162.0522,123863205
2020-12-14,UNH,516.8468,518.5867,494.6511,497.9705,21213150
2020-12-14,V,290.0865,297.3135,286.3257,291.4876,48625764
2020-12-14,XOM,38.5029,39.5136,36.8604,37.0166,24835360
2020-12-21,AAPL,169.7354,172.7269,154.911,156.464,14921884
2020-12-21,AMZN,1443.8401,1520.6586,1416.0356,1499.7067,38212172
2020-12-21,BRK-B,259.1989,264.8229,258.6286,264.494,43180600
2020-12-21,GOOGL,2852.9477,2868.3747,2561.0093,2606.3815,62136365
2020-12-21,HD,307.6857,318.7373,304.4832,311.2197,62857202
2020-12-21,JNJ,169.5482,169.6192,166.186,167.5728,15657395
2020-12-21,JPM,188.4816,189.8057,183.3134,183.6567,26502597
2020-12-21,MA,334.5808,362.0144,331.5872,360.9112,26783040
2020-12-21,META,320.3862,339.502,320.2132,339.4669,23947038
2020-12-21,MSFT,206.5371,212.7248,202.1638,210.99,59327539
2020-12-21,NVDA,340.1879,355.2356,293.9541,297.8442,80201349
2020-12-21,PG,162.0153,163.9255,161.335,162.612,87467410
2020-12-21,UNH,497.7555,516.1026,492.2578,515.667,20075651
2020-12-21,V,291.9423,292.7508,287.141,287.8975,40463566
2020-12-21,XOM,37.1686,38.9322,37.1184,38.4448,62655155
2020-12-28,AAPL,155.9885,159.324,154.6121,156.2479,17688350
2020-12-28,AMZN,1521.9058,1568.4104,1512.0492,1545.244,31690638
2020-12-28,BRK-B,263.2121,265.5522,258.8777,260.4326,49379758
2020-12-28,GOOGL,2600.8047,2670.5928,2566.1663,2597.6071,54875535
2020-12-28,HD,311.0804,313.2017,292.2547,293.7736,52374458
2020-12-28,JNJ,167.4516,168.2589,164.2377,165.0735,18798576
2020-12-28,JPM,184.1131,184.8855,175.1456,176.0451,42171311
2020-12-28,MA,359.3322,366.7025,357.981,364.2455,32535260
2020-12-28,META,339.1453,343.0227,328.8535,331.3425,23956366
2020-12-28,MSFT,211.2407,213.2453,208.2992,208.8756,78907903
2020-12-28,NVDA,293.3301,300.1565,262.637,263.0286,105745497
2020-12-28,PG,165.1447,168.1804,164.895,167.0066,83715316
2020-12-28,UNH,517.2835,522.6881,514.7871,521.9744,13997678
2020-12-28,V,287.4576,294.8484,285.4492,292.0475,50743790
2020-12-28,XOM,38.2267,38.6455,34.7881,35.2791,50342001
2021-01-04,AAPL,158.3898,164.4881,156.6717,163.5475,18622652
2021-01-04,AMZN,1541.086,1569.1466,1475.5412,1482.9775,29301936
2021-01-04,BRK-B,260.4451,263.0389,253.0758,257.7783,72141363
2021-01-04,GOOGL,2587.3536,2656.9101,2578.7652,2642.9462,91938506
2021-01-04,HD,293.8225,294.4638,285.4113,286.2165,42893932
2021-01-04,JNJ,165.0235,165.8844,163.6306,163.7,8937520
2021-01-04,JPM,175.1074,190.0633,174.9007,189.6413,15578832
2021-01-04,MA,364.3979,373.1197,364.0623,370.3141,24310827
2021-01-04,META,330.5046,347.3201,327.0234,344.0912,23523639
2021-01-04,MSFT,208.5347,208.7196,207.8408,207.8554,115680461
2021-01-04,NVDA,263.6043,271.492,240.0634,241.1069,85996060
